,Zeolite,Meta-learning T_max,Meta-learning Delta_n,Langmuir T_max,Langmuir Delta_n,Sips T_max,Sips Delta_n,Quadratic T_max,Quadratic Delta_n,DSL T_max,DSL Delta_n
140,NPO-0,90.36250000000065,6.4384158391239525,91.30000000000067,7.166156902462866,89.90000000000063,6.887230588770022,91.10000000000065,6.315450789730324,94.7000000000007,6.551341856382718
141,NPT-0,67.0125000000003,11.069919030007071,80.2000000000005,14.077527171612088,69.90000000000035,12.907518843162734,87.4000000000006,11.033395367261477,91.30000000000067,9.832584991604712
142,NSI-0,97.35000000000072,9.753002945798194,96.20000000000073,9.995303836496607,96.30000000000072,10.110635218182829,96.30000000000072,10.132388529340055,96.70000000000073,9.865716246772823
143,OBW-0,79.31250000000048,11.194613624268776,82.50000000000054,13.911658555768623,75.60000000000043,12.757658271516133,90.30000000000064,10.946355133714869,90.40000000000065,10.921031457621705
144,OFF-0,93.10000000000069,8.01386999670682,93.3000000000007,10.511983811626099,85.00000000000057,9.19493670459439,68.50000000000034,8.377443449289443,92.70000000000067,10.582312042235559
145,OKO-0,73.38750000000041,7.42864040117116,92.20000000000067,9.780104545567664,79.7000000000005,8.647101230529504,103.10000000000082,7.5799829892467,104.50000000000085,7.356200681315198
146,OSI-0,91.46250000000065,7.596912537993321,92.60000000000068,8.712091643108149,89.40000000000063,7.966723597250532,88.50000000000063,7.980098732407621,88.50000000000063,7.9969840130167515
147,OSO-0,89.13750000000063,11.354949302972784,88.60000000000062,13.370770925284242,85.50000000000057,12.438563171144958,86.40000000000059,11.42826389765657,92.30000000000067,11.803514533764364
148,OWE-0,89.73750000000065,7.537252104597652,96.00000000000072,10.493393726610394,86.30000000000058,8.86092066235863,69.20000000000034,8.304362773155555,70.80000000000037,8.710136900464365
149,PAU-0,105.93750000000088,8.527393008007571,100.60000000000079,12.196329501194935,90.70000000000064,10.232442683882596,114.30000000000098,9.379760685837487,100.20000000000078,12.266359284931315
