,zeolite,pressure,temperature,loading (n),loading std (n),loading (v),loading std (v),density (g/mL)
9095,NSI-0,1.0,275.9,0.09209361261375945,0.00016151267097859467,0.004986407451236503,8.745101459039151e-06,1.8738109419409044
9096,NSI-0,2.71,77.0,144.88652551352627,0.5644439382801352,7.84487903014974,0.030561809660454447,1.8738109419409044
9097,NSI-0,2.71,92.4,60.28255480134821,0.5740495649153345,3.2639981417788877,0.031081906189064267,1.8738109419409044
9098,NSI-0,2.71,110.88,18.466153563827653,0.2747230178704978,0.999849643346387,0.014874874211753522,1.8738109419409044
9099,NSI-0,2.71,133.06,5.5558272460609395,0.1896131885529524,0.3008201936189647,0.01026660361580702,1.8738109419409044
9100,NSI-0,2.71,159.67,2.077835747826675,0.056279599191897844,0.11250438940713796,0.0030472581626269563,1.8738109419409044
9101,NSI-0,2.71,191.6,0.9266744916734877,0.0034445791834320505,0.05017477823930105,0.000186506694863586,1.8738109419409044
9102,NSI-0,2.71,229.92,0.4237048963036836,0.0051714863860117255,0.022941496072208762,0.0002800100627752355,1.8738109419409044
9103,NSI-0,2.71,275.9,0.24665163477653157,0.006689335059283666,0.01335494954104564,0.0003621939593500761,1.8738109419409044
9104,NSI-0,7.39,77.0,170.8012382439873,0.4107078061090448,9.248030812215003,0.02223776879350217,1.8738109419409044
9105,NSI-0,7.39,92.4,106.86962693829767,1.2432941434673026,5.786454553704568,0.06731814514721082,1.8738109419409044
9106,NSI-0,7.39,110.88,43.4090562953005,0.5331918999555931,2.350382785718749,0.028869668453860686,1.8738109419409044
9107,NSI-0,7.39,133.06,15.169198972049408,0.5188910787857397,0.8213360800683276,0.028095350678541884,1.8738109419409044
9108,NSI-0,7.39,159.67,5.513425410948587,0.1692188870342375,0.2985243468110315,0.009162354426645664,1.8738109419409044
9109,NSI-0,7.39,191.6,2.4325536244274257,0.05035145096013016,0.1317105841992457,0.0027262786541034263,1.8738109419409044
9110,NSI-0,7.39,229.92,1.217428808165911,0.012021221402391924,0.06591766690539712,0.0006508888757057506,1.8738109419409044
9111,NSI-0,7.39,275.9,0.6638874378020447,0.01279709512291699,0.03594617664226397,0.0006928985481623043,1.8738109419409044
9112,NSI-0,20.09,77.0,183.67592578300258,0.14667046385365268,9.945130600732755,0.007941470348258416,1.8738109419409044
9113,NSI-0,20.09,92.4,148.6747420132552,0.08219621413959999,8.049991963012614,0.0044505129402198735,1.8738109419409044
9114,NSI-0,20.09,110.88,83.28546595617014,0.8004986359087098,4.509490465590692,0.04334298817813421,1.8738109419409044
9115,NSI-0,20.09,133.06,35.7878842175475,0.46433819834931,1.937734523183489,0.025141585680360186,1.8738109419409044
9116,NSI-0,20.09,159.67,14.7594780383465,0.9806734768050145,0.7991517454683565,0.053098552583438624,1.8738109419409044
9117,NSI-0,20.09,191.6,6.460427355037194,0.1465054180720502,0.3497997546956535,0.007932533946570827,1.8738109419409044
